Track file,G:\Water Maze Data\xxx_0001\data\track_00001.trk
Object,0
Samples,1500
Name,9,
Goal Position,NE,
Comment,,
Trial,1,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1042,83.2800,142.5653,117.2600,97.0000,center,q2,0.0000,79.6239,18.5193,1.0692,13.3655
1043,83.3600,141.4961,117.2600,97.0000,center,q2,0.0000,80.1985,17.8695,1.0692,13.3655
1044,83.4400,140.4269,117.2600,101.0000,center,q2,0.0000,80.7455,17.2615,1.0692,13.3655
1045,83.5200,139.3576,117.2600,96.0000,center,q2,0.0000,81.2904,16.6999,1.0692,13.3655
1046,83.6000,138.2884,117.2600,102.0000,center,q2,0.0000,81.7143,16.1896,1.0692,13.3655
1047,83.6800,137.2191,117.2600,94.0000,center,q2,0.0000,82.0664,15.7354,1.0692,13.3655
1048,83.7600,136.1499,116.9036,95.0000,center,q2,0.0000,82.7439,15.0074,1.1271,14.0885
1049,83.8400,135.4371,116.5472,99.0000,center,q2,0.0000,83.2773,14.4373,0.7970,9.9621
1050,83.9200,134.3678,116.5472,95.0000,center,q2,0.0000,83.5202,14.1434,1.0692,13.3655
1051,84.0000,133.2986,116.1907,95.0000,center,q2,0.0000,84.0297,13.5742,1.1271,14.0885
1052,84.0800,132.5858,115.8343,98.0000,center,q2,0.0000,84.4933,13.1167,0.7970,9.9621
1053,84.1600,131.8729,115.8343,102.0000,center,q2,0.0000,84.5181,13.0482,0.7128,8.9103
1054,84.2400,130.8037,115.8343,107.0000,center,q2,0.0000,84.5451,13.0183,1.0692,13.3655
1055,84.3200,129.7345,115.8343,106.0000,center,q2,0.0000,84.5068,13.0761,1.0692,13.3655
1056,84.4000,129.0216,115.8343,110.0000,center,q2,0.0000,84.4369,13.1628,0.7128,8.9103
1057,84.4800,127.9524,115.8343,110.0000,center,q2,0.0000,84.2765,13.3632,1.0692,13.3655
1058,84.5600,126.8831,116.1907,105.0000,center,q2,0.0000,83.7169,13.9852,1.1271,14.0885
1059,84.6400,125.8139,116.1907,106.0000,center,q2,0.0000,83.4319,14.3345,1.0692,13.3655
1060,84.7200,124.3883,116.1907,103.0000,center,q2,0.0000,82.9578,14.9071,1.4257,17.8207
1061,84.8000,123.3190,116.1907,102.0000,center,q2,0.0000,82.5541,15.4093,1.0692,13.3655
1062,84.8800,122.2498,116.1907,98.0000,center,q2,0.0000,82.0293,15.9675,1.0692,13.3655
1063,84.9600,120.8241,115.8343,104.0000,center,q2,0.0000,81.6062,16.5064,1.4695,18.3691
1064,85.0400,120.1113,115.1215,104.0000,center,q2,0.0000,81.7617,16.4131,1.0081,12.6011
1065,85.1200,119.0421,114.7651,103.0000,center,q2,0.0000,81.3763,16.8854,1.1271,14.0885
1066,85.2000,117.9728,114.0523,101.0000,center,q2,0.0000,81.1903,17.1829,1.2851,16.0633
1067,85.2800,117.2600,112.9830,106.0000,center,q2,0.0000,81.4129,17.0707,1.2851,16.0633
1068,85.3600,116.5472,112.2702,102.0000,center,q3,0.0000,81.3255,17.2477,1.0081,12.6011
1069,85.4400,115.8343,111.2010,103.0000,center,q3,0.0000,81.3568,17.3057,1.2851,16.0633
1070,85.5200,115.1215,110.4881,97.0000,center,q3,0.0000,81.1159,17.6106,1.0081,12.6011
1071,85.6000,114.4087,109.4189,105.0000,center,q3,0.0000,80.9717,17.8320,1.2851,16.0633
1072,85.6800,114.0523,107.9932,106.0000,center,q3,0.0000,81.1809,17.6954,1.4695,18.3691
1073,85.7600,114.0523,106.9240,100.0000,center,q3,0.0000,81.5159,17.4126,1.0692,13.3655
1074,85.8400,113.6959,105.4983,107.0000,center,q3,0.0000,81.4558,17.4846,1.4695,18.3691
1075,85.9200,113.6959,104.4291,107.0000,center,q3,0.0000,81.6218,17.3528,1.0692,13.3655
1076,86.0000,114.0523,103.0035,108.0000,center,q3,0.0000,82.0525,16.9224,1.4695,18.3691
1077,86.0800,114.0523,101.9342,108.0000,center,q3,0.0000,82.0246,16.9444,1.0692,13.3655
1078,86.1600,114.7651,100.1521,114.0000,center,q3,0.0000,82.5133,16.4262,1.9193,23.9918
1079,86.2400,115.4779,98.7265,113.0000,center,q3,0.0000,82.8881,16.0266,1.5939,19.9241
1080,86.3200,116.1907,97.6573,117.0000,center,q3,0.0000,83.1933,15.6575,1.2851,16.0633
1081,86.4000,117.2600,96.2316,114.0000,center,q3,0.0000,83.4981,15.2129,1.7821,22.2758
1082,86.4800,118.3292,94.8059,116.0000,center,q3,0.0000,83.6076,14.9686,1.7821,22.2758
1083,86.5600,119.3985,93.7367,115.0000,center,q3,0.0000,83.6957,14.7119,1.5121,18.9017
1084,86.6400,120.8241,92.6675,121.0000,center,q3,0.0000,83.8897,14.3537,1.7821,22.2758
1085,86.7200,122.2498,91.5982,116.0000,center,q3,0.0000,83.8670,14.2116,1.7821,22.2758
1086,86.8000,123.6754,90.5290,115.0000,center,q4,0.0000,83.6775,14.2920,1.7821,22.2758
1087,86.8800,125.4575,89.4597,117.0000,center,q4,0.0000,83.3131,14.4515,2.0782,25.9779
1088,86.9600,126.8831,88.7469,114.0000,center,q4,0.0000,83.0313,14.6527,1.5939,19.9241
1089,87.0400,128.6652,87.6777,117.0000,center,q4,0.0000,82.2690,15.3144,2.0782,25.9779
1090,87.1200,130.4473,86.9649,118.0000,center,q4,0.0000,81.6817,15.8610,1.9193,23.9918
1091,87.2000,131.8729,86.2520,118.0000,center,q4,0.0000,80.9561,16.5895,1.5939,19.9241
1092,87.2800,133.6550,85.5392,119.0000,center,q4,0.0000,80.1011,17.4847,1.9193,23.9918
1093,87.3600,135.4371,84.8264,121.0000,center,q4,0.0000,79.1366,18.5361,1.9193,23.9918
1094,87.4400,137.2191,84.1135,119.0000,center,q4,0.0000,77.9927,19.7188,1.9193,23.9918
1095,87.5200,139.3576,83.7571,118.0000,center,q4,0.0000,76.9861,20.8224,2.1680,27.0997
1096,87.6000,141.1397,83.4007,121.0000,center,q4,0.0000,76.0022,21.9168,1.8174,22.7170
1097,87.6800,143.2782,83.0443,122.0000,center,q4,0.0000,74.6956,23.2887,2.1680,27.0997
1098,87.7600,145.0602,83.0443,114.0000,center,q4,0.0000,73.7844,24.2775,1.7821,22.2758
1099,87.8400,146.8423,82.6879,118.0000,center,q4,0.0000,72.4957,25.6320,1.8174,22.7170
1100,87.9200,148.9808,83.0443,120.0000,center,q4,0.0000,71.4829,26.7436,2.1680,27.0997
1101,88.0000,150.7628,83.0443,121.0000,center,q4,0.0000,70.3228,27.9746,1.7821,22.2758
1102,88.0800,152.9013,83.4007,115.0000,center,q4,0.0000,69.0835,29.2885,2.1680,27.0997
1103,88.1600,154.3270,83.7571,114.0000,center,q4,0.0000,68.3022,30.1440,1.4695,18.3691
1104,88.2400,156.4655,84.1135,112.0000,center,q4,0.0000,66.9071,31.6173,2.1680,27.0997
1105,88.3200,158.2475,84.8264,115.0000,center,q4,0.0000,65.9365,32.6731,1.9193,23.9918
1106,88.4000,160.0296,85.1828,110.0000,center,q1,0.0000,64.6524,33.9885,1.8174,22.7170
1107,88.4800,161.8117,85.8956,113.0000,center,q1,0.0000,63.5106,35.1756,1.9193,23.9918
1108,88.5600,163.2373,86.6084,113.0000,center,q1,0.0000,62.6416,36.1063,1.5939,19.9241
1109,88.6400,164.6630,87.6777,113.0000,center,q1,0.0000,61.8446,36.9347,1.7821,22.2758
1110,88.7200,165.7322,89.1033,116.0000,center,q1,0.0000,61.4903,37.3661,1.7821,22.2758
1111,88.8000,167.1579,90.1726,117.0000,center,q1,0.0000,60.5368,38.3299,1.7821,22.2758
1112,88.8800,167.8707,91.5982,121.0000,center,q1,0.0000,60.3645,38.5649,1.5939,19.9241
1113,88.9600,168.9399,93.0239,120.0000,center,q1,0.0000,59.7351,39.2090,1.7821,22.2758
1114,89.0400,170.0092,94.4495,119.0000,center,q1,0.0000,59.0421,39.9223,1.7821,22.2758
1115,89.1200,171.0784,95.8752,117.0000,center,q1,0.0000,58.2689,40.7011,1.7821,22.2758
1116,89.2000,172.1476,97.3008,118.0000,center,q1,0.0000,57.4224,41.5419,1.7821,22.2758
1117,89.2800,172.8605,98.7265,113.0000,center,q1,0.0000,56.9593,42.0861,1.5939,19.9241
1118,89.3600,173.5733,100.1521,118.0000,center,q1,0.0000,56.3235,42.6829,1.5939,19.9241
1119,89.4400,174.6425,101.9342,120.0000,center,q1,0.0000,55.3176,43.6778,2.0782,25.9779
1120,89.5200,175.3554,103.3599,117.0000,center,q1,0.0000,54.6255,44.3850,1.5939,19.9241
1121,89.6000,176.0682,105.4983,111.0000,center,q1,0.0000,53.8290,45.1742,2.2542,28.1769
1122,89.6800,176.4246,106.9240,116.0000,center,q1,0.0000,53.4382,45.6361,1.4695,18.3691
1123,89.7600,176.7810,108.7061,120.0000,center,q1,0.0000,52.7937,46.1844,1.8174,22.7170
1124,89.8400,177.4938,110.1317,119.0000,center,q1,0.0000,51.8664,47.0917,1.5939,19.9241
1125,89.9200,177.8503,111.9138,119.0000,center,q1,0.0000,51.2653,47.7511,1.8174,22.7170
1126,90.0000,178.5631,113.3394,122.0000,center,q1,0.0000,50.2252,48.7388,1.5939,19.9241
1127,90.0800,179.2759,115.1215,122.0000,center,q1,0.0000,49.1023,49.8448,1.9193,23.9918
1128,90.1600,179.6323,116.5472,121.0000,center,q1,0.0000,48.4093,50.5587,1.4695,18.3691
1129,90.2400,179.9887,117.9728,122.0000,center,q1,0.0000,47.6529,51.3047,1.4695,18.3691
1130,90.3200,180.3451,119.3985,118.0000,center,q1,0.0000,46.8043,52.0815,1.4695,18.3691
1131,90.4000,180.7016,121.1805,119.0000,center,q1,0.0000,45.8681,53.0102,1.8174,22.7170
1132,90.4800,180.7016,122.9626,118.0000,center,q1,0.0000,45.2196,53.6536,1.7821,22.2758
1133,90.5600,181.0580,124.7447,117.0000,center,q1,0.0000,44.1521,54.6741,1.8174,22.7170
1134,90.6400,181.0580,126.1703,117.0000,center,q1,0.0000,43.5145,55.2613,1.4257,17.8207
1135,90.7200,181.0580,127.9524,116.0000,center,q1,0.0000,42.7176,56.0377,1.7821,22.2758
1136,90.8000,180.7016,129.7345,116.0000,center,q1,0.0000,42.1774,56.5456,1.8174,22.7170
1137,90.8800,180.3451,131.1601,115.0000,center,q1,0.0000,41.7491,56.9286,1.4695,18.3691
1138,90.9600,179.9887,132.9422,117.0000,center,q1,0.0000,41.1221,57.5326,1.8174,22.7170
1139,91.0400,179.6323,134.7242,118.0000,center,q1,0.0000,40.4651,58.1870,1.8174,22.7170
1140,91.1200,179.2759,136.5063,113.0000,center,q1,0.0000,39.7045,58.8903,1.8174,22.7170
1141,91.2000,178.9195,137.9320,118.0000,center,q1,0.0000,39.1374,59.4294,1.4695,18.3691
1142,91.2800,178.2067,139.7140,111.0000,center,q1,0.0000,38.5751,59.9361,1.9193,23.9918
1143,91.3600,177.8503,141.4961,113.0000,center,q1,0.0000,37.7865,60.7740,1.8174,22.7170
1144,91.4400,177.1374,143.2782,109.0000,center,q1,0.0000,37.0481,61.3856,1.9193,23.9918
1145,91.5200,176.4246,144.7038,112.0000,center,q1,0.0000,36.5650,61.8085,1.5939,19.9241
1146,91.6000,175.7118,146.1295,109.0000,center,q1,0.0000,36.1457,62.2693,1.5939,19.9241
1147,91.6800,174.9989,147.9115,109.0000,center,q1,0.0000,35.2975,63.0217,1.9193,23.9918
1148,91.7600,174.2861,149.3372,114.0000,center,q1,0.0000,34.7334,63.5617,1.5939,19.9241
1149,91.8400,173.5733,151.1193,111.0000,center,q1,0.0000,33.8311,64.4036,1.9193,23.9918
1150,91.9200,172.5041,152.5449,114.0000,center,q1,0.0000,33.4364,64.7891,1.7821,22.2758
1151,92.0000,171.4348,153.9706,112.0000,center,q1,0.0000,32.9388,65.2210,1.7821,22.2758
1152,92.0800,170.3656,155.3962,116.0000,center,q2,0.0000,32.4414,65.6984,1.7821,22.2758
1153,92.1600,169.2963,156.8219,106.0000,center,q2,0.0000,31.9443,66.2204,1.7821,22.2758
1154,92.2400,168.2271,158.2475,107.0000,center,q2,0.0000,31.2995,66.7858,1.7821,22.2758
1155,92.3200,166.8014,159.3168,112.0000,center,q2,0.0000,31.1225,66.9017,1.7821,22.2758
1156,92.4000,165.7322,160.7424,112.0000,center,q2,0.0000,30.4520,67.5537,1.7821,22.2758
1157,92.4800,164.6630,162.1681,105.0000,center,q2,0.0000,29.7706,68.2459,1.7821,22.2758
1158,92.5600,163.5937,163.2373,106.0000,center,q2,0.0000,29.3300,68.6634,1.5121,18.9017
1159,92.6400,162.1681,164.6630,113.0000,center,q2,0.0000,28.6907,69.2676,2.0162,25.2022
1160,92.7200,161.0988,165.7322,109.0000,center,q2,0.0000,28.1995,69.7555,1.5121,18.9017
1161,92.8000,160.0296,166.8014,105.0000,center,q2,0.0000,27.6123,70.2726,1.5121,18.9017
1162,92.8800,158.6039,167.8707,114.0000,center,q2,0.0000,27.2021,70.6781,1.7821,22.2758
1163,92.9600,157.1783,168.9399,115.0000,center,q2,0.0000,26.7120,71.1260,1.7821,22.2758
1164,93.0400,155.7526,169.6527,112.0000,center,q2,0.0000,26.4923,71.2811,1.5939,19.9241
1165,93.1200,154.3270,170.3656,106.0000,center,q2,0.0000,26.3481,71.4715,1.5939,19.9241
1166,93.2000,152.5449,171.4348,113.0000,center,q2,0.0000,25.8516,71.9285,2.0782,25.9779
1167,93.2800,151.1193,172.1476,105.0000,center,q2,0.0000,25.5078,72.1981,1.5939,19.9241
1168,93.3600,149.3372,172.8605,108.0000,center,q2,0.0000,25.3279,72.4106,1.9193,23.9918
1169,93.4400,147.1987,173.2169,104.0000,center,q2,0.0000,25.5078,72.2453,2.1680,27.0997
1170,93.5200,145.4166,173.5733,110.0000,center,q2,0.0000,25.5078,72.2152,1.8174,22.7170
1171,93.6000,143.6346,173.5733,108.0000,center,q2,0.0000,25.7828,71.8800,1.7821,22.2758
1172,93.6800,141.8525,173.5733,104.0000,center,q2,0.0000,26.0157,71.5876,1.7821,22.2758
1173,93.7600,140.0704,173.5733,111.0000,center,q2,0.0000,26.3119,71.3385,1.7821,22.2758
1174,93.8400,138.2884,173.5733,101.0000,center,q2,0.0000,26.5689,71.1333,1.7821,22.2758
1175,93.9200,136.5063,173.5733,105.0000,center,q2,0.0000,26.7310,70.9722,1.7821,22.2758
1176,94.0000,134.3678,173.2169,110.0000,center,q2,0.0000,27.0898,70.4815,2.1680,27.0997
1177,94.0800,132.9422,173.2169,113.0000,center,q2,0.0000,27.1460,70.4273,1.4257,17.8207
1178,94.1600,131.1601,172.8605,114.0000,center,q2,0.0000,27.6743,70.0436,1.8174,22.7170
1179,94.2400,129.3780,172.5041,114.0000,center,q2,0.0000,27.8824,69.7052,1.8174,22.7170
1180,94.3200,127.9524,172.5041,113.0000,center,q2,0.0000,27.8094,69.7524,1.4257,17.8207
1181,94.4000,126.1703,172.1476,110.0000,center,q2,0.0000,28.1567,69.4967,1.8174,22.7170
1182,94.4800,124.3883,171.7912,108.0000,center,q2,0.0000,28.4283,69.2878,1.8174,22.7170
1183,94.5600,122.6062,171.4348,107.0000,center,q2,0.0000,28.5353,69.1260,1.8174,22.7170
1184,94.6400,121.1805,171.0784,109.0000,center,q2,0.0000,28.6597,68.9602,1.4695,18.3691
1185,94.7200,119.3985,170.3656,106.0000,center,q2,0.0000,29.0887,68.5331,1.9193,23.9918
1186,94.8000,117.9728,169.6527,109.0000,center,q2,0.0000,29.5909,68.0884,1.5939,19.9241
1187,94.8800,116.1907,168.9399,113.0000,center,q2,0.0000,30.0002,67.7551,1.9193,23.9918
1188,94.9600,114.7651,168.2271,113.0000,center,q2,0.0000,30.3475,67.3883,1.5939,19.9241
1189,95.0400,113.3394,167.1579,109.0000,center,q2,0.0000,30.9998,66.7135,1.7821,22.2758
1190,95.1200,112.2702,166.0886,105.0000,center,q2,0.0000,31.7288,65.9780,1.5121,18.9017
1191,95.2000,111.2010,165.0194,113.0000,center,q2,0.0000,32.5099,65.2693,1.5121,18.9017
1192,95.2800,110.4881,163.5937,115.0000,center,q2,0.0000,33.6957,64.1362,1.5939,19.9241
1193,95.3600,109.7753,162.5245,118.0000,center,q2,0.0000,34.4174,63.3588,1.2851,16.0633
1194,95.4400,109.0625,161.0988,117.0000,center,q2,0.0000,35.5074,62.2644,1.5939,19.9241
1195,95.5200,108.7061,159.6732,116.0000,center,q2,0.0000,36.7434,61.0611,1.4695,18.3691
1196,95.6000,108.3497,158.6039,111.0000,center,q2,0.0000,37.6451,60.1998,1.1271,14.0885
1197,95.6800,107.9932,156.8219,107.0000,center,q2,0.0000,39.1812,58.6908,1.8174,22.7170
1198,95.7600,107.9932,155.7526,109.0000,center,q2,0.0000,40.1752,57.7085,1.0692,13.3655
1199,95.8400,108.3497,154.3270,108.0000,center,q2,0.0000,41.6211,56.2593,1.4695,18.3691
1200,95.9200,108.7061,152.9013,112.0000,center,q2,0.0000,43.0656,54.8112,1.4695,18.3691
1201,96.0000,109.0625,151.8321,121.0000,center,q2,0.0000,44.1866,53.6895,1.1271,14.0885
1202,96.0800,109.0625,151.1193,117.0000,center,q2,0.0000,44.8373,53.0396,0.7128,8.9103
1203,96.1600,109.0625,150.7628,111.0000,center,q2,0.0000,45.1633,52.7152,0.3564,4.4552
1204,96.2400,109.0625,150.4064,101.0000,center,q2,0.0000,45.4898,52.3912,0.3564,4.4552
1205,96.3200,109.0625,150.4064,92.0000,center,q2,0.0000,45.4898,52.3912,0.0000,0.0000
1206,96.4000,109.0625,150.0500,87.0000,center,q2,0.0000,45.8168,52.0677,0.3564,4.4552
1207,96.4800,108.7061,150.0500,83.0000,center,q2,0.0000,45.6766,52.2187,0.3564,4.4552
1208,96.5600,108.7061,150.0500,85.0000,center,q2,0.0000,45.6766,52.2187,0.0000,0.0000
1209,96.6400,109.0625,150.0500,81.0000,center,q2,0.0000,45.8168,52.0677,0.3564,4.4552
1210,96.7200,109.0625,149.6936,92.0000,center,q2,0.0000,46.1442,51.7446,0.3564,4.4552
1211,96.8000,109.0625,148.9808,95.0000,center,q2,0.0000,46.8002,51.0997,0.7128,8.9103
1212,96.8800,109.4189,148.6244,102.0000,center,q2,0.0000,47.2674,50.6252,0.5040,6.3006
1213,96.9600,109.7753,147.9115,94.0000,center,q2,0.0000,48.0630,49.8285,0.7970,9.9621
1214,97.0400,110.1317,147.5551,98.0000,center,q2,0.0000,48.5311,49.3546,0.5040,6.3006
1215,97.1200,110.4881,146.8423,102.0000,center,q2,0.0000,49.3269,48.5579,0.7970,9.9621
1216,97.2000,110.8445,146.1295,106.0000,center,q2,0.0000,50.1227,47.7613,0.7970,9.9621
1217,97.2800,111.5574,145.7731,106.0000,center,q2,0.0000,50.7360,47.1403,0.7970,9.9621
1218,97.3600,112.6266,145.0602,111.0000,center,q2,0.0000,51.8223,46.0553,1.2851,16.0633
1219,97.4400,113.3394,144.3474,109.0000,center,q2,0.0000,52.7492,45.1191,1.0081,12.6011
1220,97.5200,114.4087,143.9910,121.0000,center,q2,0.0000,53.4240,44.3811,1.1271,14.0885
1221,97.6000,115.4779,143.6346,122.0000,center,q2,0.0000,54.1115,43.6599,1.1271,14.0885
1222,97.6800,116.9036,143.2782,121.0000,center,q2,0.0000,54.9397,42.8376,1.4695,18.3691
1223,97.7600,118.3292,142.9217,123.0000,center,q2,0.0000,55.6747,42.0507,1.4695,18.3691
1224,97.8400,119.7549,142.5653,127.0000,center,q2,0.0000,56.3990,41.3011,1.4695,18.3691
1225,97.9200,120.8241,142.2089,122.0000,center,q2,0.0000,57.0462,40.6783,1.1271,14.0885
1226,98.0000,122.6062,142.2089,123.0000,center,q2,0.0000,57.4224,40.2707,1.7821,22.2758
1227,98.0800,124.0318,141.8525,119.0000,center,q2,0.0000,57.9651,39.6478,1.4695,18.3691
1228,98.1600,125.4575,141.8525,114.0000,center,q2,0.0000,58.1839,39.4232,1.4257,17.8207
1229,98.2400,126.8831,141.8525,112.0000,center,q2,0.0000,58.4224,39.2491,1.4257,17.8207
1230,98.3200,128.3088,142.2089,114.0000,center,q2,0.0000,58.1052,39.4818,1.4695,18.3691
1231,98.4000,129.7345,142.5653,113.0000,center,q2,0.0000,57.7928,39.7675,1.4695,18.3691
1232,98.4800,131.1601,142.9217,118.0000,center,q2,0.0000,57.4931,40.1051,1.4695,18.3691
1233,98.5600,132.2293,143.6346,113.0000,center,q2,0.0000,56.7246,40.8368,1.2851,16.0633
1234,98.6400,133.2986,144.3474,106.0000,center,q2,0.0000,55.9751,41.5953,1.2851,16.0633
1235,98.7200,134.3678,144.7038,101.0000,center,q2,0.0000,55.6016,42.0240,1.1271,14.0885
1236,98.8000,135.4371,145.0602,102.0000,center,q2,0.0000,55.1981,42.4783,1.1271,14.0885
1237,98.8800,136.5063,145.4166,112.0000,center,q2,0.0000,54.6720,42.9573,1.1271,14.0885
1238,98.9600,137.5755,145.4166,112.0000,center,q2,0.0000,54.4940,43.1081,1.0692,13.3655
1239,99.0400,138.6448,145.4166,118.0000,center,q2,0.0000,54.3364,43.2847,1.0692,13.3655
1240,99.1200,139.7140,145.0602,121.0000,center,q2,0.0000,54.5510,43.1379,1.1271,14.0885
1241,99.2000,140.7833,145.0602,120.0000,center,q2,0.0000,54.3726,43.3671,1.0692,13.3655
1242,99.2800,142.2089,144.7038,126.0000,center,q2,0.0000,54.3481,43.3673,1.4695,18.3691
1243,99.3600,143.2782,143.9910,122.0000,center,q2,0.0000,54.7359,42.9731,1.2851,16.0633
1244,99.4400,144.3474,143.6346,123.0000,center,q2,0.0000,54.8054,42.9526,1.1271,14.0885
1245,99.5200,145.4166,142.5653,117.0000,center,q2,0.0000,55.4815,42.2909,1.5121,18.9017
1246,99.6000,146.4859,141.8525,118.0000,center,q2,0.0000,55.7932,42.0047,1.2851,16.0633
1247,99.6800,147.5551,141.1397,127.0000,center,q2,0.0000,56.1246,41.7560,1.2851,16.0633
1248,99.7600,148.6244,140.4269,123.0000,center,q2,0.0000,56.3471,41.5456,1.2851,16.0633
1249,99.8400,149.6936,139.3576,125.0000,center,q2,0.0000,56.9035,41.0566,1.5121,18.9017
1250,99.9200,150.4064,138.2884,124.0000,center,q2,0.0000,57.5417,40.4456,1.2851,16.0633
1251,100.0000,151.4757,136.8627,120.0000,center,q2,0.0000,58.2570,39.7421,1.7821,22.2758
1252,100.0800,152.5449,135.4371,121.0000,center,q2,0.0000,58.9301,39.1073,1.7821,22.2758
1253,100.1600,153.2577,134.7242,123.0000,center,q2,0.0000,59.1689,38.9184,1.0081,12.6011
1254,100.2400,154.3270,133.2986,126.0000,center,q2,0.0000,59.7383,38.3992,1.7821,22.2758
1255,100.3200,155.3962,131.8729,121.0000,center,q1,0.0000,60.2381,37.9566,1.7821,22.2758
1256,100.4000,156.1090,130.8037,124.0000,center,q1,0.0000,60.6196,37.6170,1.2851,16.0633
1257,100.4800,157.1783,129.7345,126.0000,center,q1,0.0000,60.7389,37.5663,1.5121,18.9017
1258,100.5600,158.2475,128.3088,127.0000,center,q1,0.0000,61.0414,37.3322,1.7821,22.2758
1259,100.6400,159.3168,126.8831,128.0000,center,q1,0.0000,61.2461,37.1821,1.7821,22.2758
1260,100.7200,160.7424,125.4575,119.0000,center,q1,0.0000,61.1174,37.4001,2.0162,25.2022
1261,100.8000,161.8117,124.0318,125.0000,center,q1,0.0000,61.1620,37.4306,1.7821,22.2758
1262,100.8800,162.8809,122.6062,124.0000,center,q1,0.0000,61.0966,37.5457,1.7821,22.2758
1263,100.9600,163.9501,121.5369,119.0000,center,q1,0.0000,60.7578,37.9194,1.5121,18.9017
1264,101.0400,165.0194,120.1113,122.0000,center,q1,0.0000,60.5693,38.1864,1.7821,22.2758
1265,101.1200,166.4450,119.0421,114.0000,center,q1,0.0000,59.7723,39.0060,1.7821,22.2758
1266,101.2000,167.8707,117.6164,115.0000,center,q1,0.0000,59.1109,39.7544,2.0162,25.2022
1267,101.2800,168.9399,116.5472,115.0000,center,q1,0.0000,58.5007,40.3727,1.5121,18.9017
1268,101.3600,170.0092,115.8343,114.0000,center,q1,0.0000,57.7346,41.1487,1.2851,16.0633
1269,101.4400,171.0784,115.1215,107.0000,center,q1,0.0000,56.9871,41.9498,1.2851,16.0633
1270,101.5200,172.5041,114.0523,106.0000,center,q1,0.0000,55.9296,43.0233,1.7821,22.2758
1271,101.6000,173.2169,113.3394,104.0000,center,q1,0.0000,55.4105,43.5340,1.0081,12.6011
1272,101.6800,174.2861,112.2702,105.0000,center,q1,0.0000,54.6336,44.3321,1.5121,18.9017
1273,101.7600,174.9989,111.5574,107.0000,center,q1,0.0000,54.1150,44.8845,1.0081,12.6011
1274,101.8400,175.7118,110.4881,102.0000,center,q1,0.0000,53.5819,45.3910,1.2851,16.0633
1275,101.9200,176.0682,109.0625,112.0000,center,q1,0.0000,53.4382,45.5250,1.4695,18.3691
1276,102.0000,176.4246,107.9932,110.0000,center,q1,0.0000,53.2692,45.7447,1.1271,14.0885
1277,102.0800,176.7810,106.9240,106.0000,center,q1,0.0000,53.0864,45.9911,1.1271,14.0885
1278,102.1600,176.7810,105.8548,113.0000,center,q1,0.0000,53.1104,45.9080,1.0692,13.3655
1279,102.2400,176.4246,104.4291,104.0000,center,q1,0.0000,53.5048,45.4795,1.4695,18.3691
1280,102.3200,176.0682,103.3599,112.0000,center,q1,0.0000,53.9139,45.0978,1.1271,14.0885
1281,102.4000,175.7118,101.9342,111.0000,center,q1,0.0000,54.2498,44.7468,1.4695,18.3691
1282,102.4800,174.9989,100.8650,112.0000,center,q1,0.0000,54.9166,44.0686,1.2851,16.0633
1283,102.5600,174.6425,99.7957,110.0000,center,q1,0.0000,55.2487,43.7733,1.1271,14.0885
1284,102.6400,173.9297,98.3701,114.0000,center,q1,0.0000,55.8490,43.1856,1.5939,19.9241
1285,102.7200,172.8605,96.9444,118.0000,center,q1,0.0000,56.6619,42.2965,1.7821,22.2758
1286,102.8000,171.7912,95.5188,117.0000,center,q1,0.0000,57.5152,41.4649,1.7821,22.2758
1287,102.8800,171.0784,94.4495,115.0000,center,q1,0.0000,58.0035,40.9684,1.2851,16.0633
1288,102.9600,170.0092,93.3803,112.0000,center,q1,0.0000,58.7812,40.1600,1.5121,18.9017
1289,103.0400,168.9399,91.9546,111.0000,center,q1,0.0000,59.4730,39.4896,1.7821,22.2758
1290,103.1200,167.5143,90.8854,109.0000,center,q1,0.0000,60.4454,38.4393,1.7821,22.2758
1291,103.2000,166.0886,89.8162,112.0000,center,q1,0.0000,61.4190,37.4444,1.7821,22.2758
1292,103.2800,165.0194,89.1033,110.0000,center,q1,0.0000,62.1561,36.7039,1.2851,16.0633
1293,103.3600,163.9501,88.0341,108.0000,center,q1,0.0000,62.6416,36.1384,1.5121,18.9017
1294,103.4400,162.5245,86.9649,111.0000,center,q1,0.0000,63.4386,35.3093,1.7821,22.2758
1295,103.5200,161.0988,86.2520,108.0000,center,q1,0.0000,64.3047,34.3792,1.5939,19.9241
1296,103.6000,159.6732,85.1828,112.0000,center,q1,0.0000,64.9514,33.6843,1.7821,22.2758
1297,103.6800,158.2475,84.4700,108.0000,center,q4,0.0000,65.7232,32.8707,1.5939,19.9241
1298,103.7600,156.8219,83.7571,111.0000,center,q4,0.0000,66.4058,32.1156,1.5939,19.9241
1299,103.8400,155.3962,83.0443,115.0000,center,q4,0.0000,67.0398,31.4233,1.5939,19.9241
1300,103.9200,153.9706,82.3315,113.0000,center,q4,0.0000,67.5721,30.7980,1.5939,19.9241
1301,104.0000,152.5449,81.6187,115.0000,center,q4,0.0000,68.0759,30.2439,1.5939,19.9241
1302,104.0800,151.1193,80.9058,116.0000,center,q4,0.0000,68.4657,29.7649,1.5939,19.9241
